title,author,release_date,arxiv_url,arxiv_num
Associated production of Higgs and single top at the LHC in presence of the SMEFT operators,"Subhaditya Bhattacharya, Sanjoy Biswas, Kuntal Pal, Jose Wudka",10-November-2022,https://arxiv.org/abs/2211.05450,221105450
Heat release by isolated mouse brain mitochondria detected with diamond thermometer,"A. M. Romshin, A. A. Osypov, I. Yu. Popova, V. E. Zeeb, A. G. Sinogeykin, I. I. Vlasov",10-November-2022,https://arxiv.org/abs/2211.05449,221105449
Towards chemical accuracy using the Jastrow correlated antisymmetrized geminal power ansatz,"Abhishek Raghav, Ryo Maezono, Kenta Hongo, Sandro Sorella, Kousuke Nakano",10-November-2022,https://arxiv.org/abs/2211.05447,221105447
Growth and characterization of thorium-doped calcium fluoride single crystals,"Kjeld Beeks, Tomas Sikorsky, Veronika Rosecker, Martin Pressler, Fabian Schaden, David Werban, Niyusha Hosseini, Lukas Rudischer, Felix Schneider, Patrick Berwian, Jochen Friedrich, Dieter Hainz, Jan Welch, Johannes H. Sterba, Georgy Kazakov, Thorsten Schumm",10-November-2022,https://arxiv.org/abs/2211.05445,221105445
Optimal exact quantum algorithm for the promised element distinctness problem,"Guanzhong Li, Lvzhou Li",10-November-2022,https://arxiv.org/abs/2211.05443,221105443
The Fukaya $A_\infty$ algebra of a non-orientable Lagrangian,"Or Kedar, Jake P. Solomon",10-November-2022,https://arxiv.org/abs/2211.05439,221105439
Non-Hermitian Hamiltonian Deformations in Quantum Mechanics,"Apollonas S. Matsoukas-Roubeas, Federico Roccati, Julien Cornelius, Zhenyu Xu, Aurelia Chenu, Adolfo del Campo",10-November-2022,https://arxiv.org/abs/2211.05437,221105437
Dynamic nanoindentation and short-range order in equiatomic NiCoCr medium entropy alloy lead to novel density wave ordering,"A. Naghdi, F. J. Dominguez-Gutierrez, W. Y. Huo, K. Karimi, S. Papanikolaou",10-November-2022,https://arxiv.org/abs/2211.05436,221105436
Constraints on spin-0 dark matter mediators and invisible Higgs decays using ATLAS 13 TeV $pp$ collision data with two top quarks and missing transverse momentum in the final state, ATLAS Collaboration,10-November-2022,https://arxiv.org/abs/2211.05426,221105426
Fast predicting the complex nonlinear dynamics of mode-locked fiber laser by a recurrent neural network with prior information feeding,"Guoqing Pu, Runmin Liu, Hang Yang, Yongxin Xu, Weisheng Hu, Minglie Hu, Lilin Yi",10-November-2022,https://arxiv.org/abs/2211.05425,221105425
The proton radius and its relatives -- much ado about nothing?,Ulf-G. Meißner,10-November-2022,https://arxiv.org/abs/2211.05419,221105419
Dirac phonons in two-dimensional materials,"Jialin Gong, Jianhua Wang, Hongkuan Yuan, Zeying Zhang, Xiaotian Wang",10-November-2022,https://arxiv.org/abs/2211.05418,221105418
Variance of entropy for testing time-varying regimes with an application to meme stocks,"Andrey Shternshis, Piero Mazzarisi",14-November-2022,https://arxiv.org/abs/2211.05415,221105415
Does qubit connectivity impact quantum circuit complexity?,"Jonathan Allcock, Pei Yuan, Shengyu Zhang",10-November-2022,https://arxiv.org/abs/2211.05413,221105413
Hydrogen 1s-2s transition frequency: Comparison of experiment and theory,"Igor Kuzmenko, Tetyana Kuzmenko, Y. Avishai, Y. B. Band",10-November-2022,https://arxiv.org/abs/2211.05411,221105411
"Covariant color-kinematics duality, Hopf algebras and permutohedra","Qu Cao, Jin Dong, Song He, Yao-Qi Zhang",23-November-2022,https://arxiv.org/abs/2211.05404,221105404
Quantum dynamics of gravitational massive shell,"Andrzej Góźdź, Marcin Kisielowski, Włodzimierz Piechocki",10-November-2022,https://arxiv.org/abs/2211.05401,221105401
Intense whistler-mode waves at foreshock transients: characteristics and regimes of wave-particle resonant interaction,"Xiaofei Shi, Terry Liu, Anton Artemyev, Vassilis Angelopoulos, Xiao-Jia Zhang, Drew L. Turner",10-November-2022,https://arxiv.org/abs/2211.05398,221105398
EvEntS ReaLM: Event Reasoning of Entity States via Language Models,"Evangelia Spiliopoulou, Artidoro Pagnoni, Yonatan Bisk, Eduard Hovy",10-November-2022,https://arxiv.org/abs/2211.05392,221105392
$a_0(980)$-meson twist-2 distribution amplitude within the QCD sum rules and investigation of $D \to a_0(980) (\toηπ) e^+ν_e$,"Zai-Hui Wu, Hai-Bing Fu, Tao Zhong, Dong Huang, Dan-Dan Hu, Xing-Gang Wu",10-November-2022,https://arxiv.org/abs/2211.05390,221105390
Two-dimensional Thouless pumping of light in photonic moiré lattices,"Peng Wang, Qidong Fu, Ruihan Peng, Yaroslav V. Kartashov, Lluis Torner, Vladimir V. Konotop, Fangwei Ye",10-November-2022,https://arxiv.org/abs/2211.05388,221105388
"Solvation of Silver Ions in Noble Gases He, Ne, Ar, Kr, and Xe","Masoomeh Mahmoodi-Darian, Paul Martini, Lukas Tiefenthaler, Jaroslav Kočišek, Paul Scheier, Olof Echt",10-November-2022,https://arxiv.org/abs/2211.05387,221105387
Constraints on ultra-slow-roll inflation from the third LIGO-Virgo observing run,"Bo Mu, Gong Cheng, Jing Liu, Zong-Kuan Guo",10-November-2022,https://arxiv.org/abs/2211.05386,221105386
Topological edge solitons in \{chi}(2) waveguide arrays,Yaroslav V. Kartashov,10-November-2022,https://arxiv.org/abs/2211.05384,221105384
"Atomic Gold Ions Clustered with Noble Gases: Helium, Neon, Argon, Krypton, and Xenon","Paul Martini, Lorenz Kranabetter, Marcelo Goulart, Bilal Rasul, Michael Gatchell, Paul Scheier, Olof Echt",10-November-2022,https://arxiv.org/abs/2211.05383,221105383
Giant magnetic anisotropy in the atomically thin van der Waals antiferromagnet FePS3,"Youjin Lee, Suhan Son, Chaebin Kim, Soonmin Kang, Junying Shen, Michel Kenzelmann, Bernard Delley, Tatiana Savchenko, Sergii Parchenko, Woongki Na, Ki-Young Choi, Wondong Kim, Hyeonsik Cheong, Peter M. Derlet, Armin Kleibert, Je-Geun Park",10-November-2022,https://arxiv.org/abs/2211.05381,221105381
Assessment of fiducial motion in CBCT projections of the abdominal tumor using template matching and sequential stereo triangulation,"Oluwaseyi M. Oderinde, Hassan Mostafavi, Daniel Simpson, James Murphy, Gwe-Ya Kim, Laura I. Cervino",10-November-2022,https://arxiv.org/abs/2211.05380,221105380
Cosmological impact of microwave background temperature measurements,"L. Gelo, C. J. A. P. Martins, N. Quevedo, A. M. M. Vieira",10-November-2022,https://arxiv.org/abs/2211.05377,221105377
Proton transfer at subkelvin temperatures,"Lukas Tiefenthaler, Siegfried Kollotzek, Andrew M. Ellis, Paul Scheier, Olof Echt",10-November-2022,https://arxiv.org/abs/2211.05374,221105374
Solar Energetic Particle Acceleration at a Spherical Shock with the Shock Normal Angle $θ_{B_n}$ Evolving in Space and Time,"Xiaohang Chen, Joe Giacalone, Fan Guo",10-November-2022,https://arxiv.org/abs/2211.05366,221105366
Constructing Dynamical Systems to Model Higher Order Ising Spin Interactions and their Application in Solving Combinatorial Optimization Problems,"Mohammad Khairul Bashar, Nikhil Shukla",10-November-2022,https://arxiv.org/abs/2211.05365,221105365
Safety-Constrained Policy Transfer with Successor Features,"Zeyu Feng, Bowen Zhang, Jianxin Bi, Harold Soh",10-November-2022,https://arxiv.org/abs/2211.05361,221105361
A Reliable and Low Latency Synchronizing Middleware for Co-simulation of a Heterogeneous Multi-Robot Systems,"Emon Dey, Mikolaj Walczak, Mohammad Saeid Anwar, Nirmalya Roy",10-November-2022,https://arxiv.org/abs/2211.05359,221105359
Multi-criticality and long-range effects in non-Hermitian topological models,"Y R Kartik, Sujit Sarkar",10-November-2022,https://arxiv.org/abs/2211.05358,221105358
The entropy rate of Linear Additive Markov Processes,"Bridget Smart, Matthew Roughan, Lewis Mitchell",10-November-2022,https://arxiv.org/abs/2211.05350,221105350
Development of a 671 nm injection-locked CW Ti:sapphire laser,"Yoko Yamamoto, Ryoichi Saito, Takashi Mukaiyama",10-November-2022,https://arxiv.org/abs/2211.05349,221105349
Observing topological zero modes on a 41-qubit superconducting processor,"Yun-Hao Shi, Yu Liu, Yu-Ran Zhang, Zhongcheng Xiang, Kaixuan Huang, Tao Liu, Yong-Yi Wang, Jia-Chi Zhang, Cheng-Lin Deng, Gui-Han Liang, Zheng-Yang Mei, Hao Li, Tian-Ming Li, Wei-Guo Ma, Hao-Tian Liu, Chi-Tong Chen, Tong Liu, Ye Tian, Xiaohui Song, S. P. Zhao, Kai Xu, Dongning Zheng, Franco Nori, Heng Fan",9-November-2022,https://arxiv.org/abs/2211.05341,221105341
Weight-one elements of vertex operator algebras and automorphisms of categories of generalized twisted modules,"Yi-Zhi Huang, Christopher Sadowski",9-November-2022,https://arxiv.org/abs/2211.05334,221105334
Solar Flare Ribbon Fronts I: Constraining flare energy deposition with IRIS spectroscopy,"Vanessa Polito, Graham S. Kerr, Yan Xu, Viacheslav M. Sadykov, Juraj Lorincik",9-November-2022,https://arxiv.org/abs/2211.05333,221105333
Spontaneous stable rotation of flocking active swarms,"Gaoxiao Jiang, Zhihong You, Rui Ma, Chen-Xu Wu",9-November-2022,https://arxiv.org/abs/2211.05332,221105332
Exploring sQGP and Small Systems,Debasish Das,9-November-2022,https://arxiv.org/abs/2211.05330,221105330
X-parameter based design and simulation of Josephson traveling-wave parametric amplifiers for quantum computing applications,"Kaidong Peng, Rick Poore, Philip Krantz, David E. Root, Kevin P. O'Brien",9-November-2022,https://arxiv.org/abs/2211.05328,221105328
Parameterized Complexity of Weighted Local Hamiltonian Problems and the Quantum Exponential Time Hypothesis,"Michael J. Bremner, Zhengfeng Ji, Xingjian Li, Luke Mathieson, Mauro E. S. Morales",9-November-2022,https://arxiv.org/abs/2211.05325,221105325
Geodesic rays in space of Kähler metrics with $T$-symmetry,"Naichung Conan Leung, Dan Wang",9-November-2022,https://arxiv.org/abs/2211.05324,221105324
Giant excitonic effects in bulk vacancy-ordered double perovskites,"Fan Zhang, Weiwei Gao, Greis J. Cruz, Yi-yang Sun, Peihong Zhang, Jijun Zhao",9-November-2022,https://arxiv.org/abs/2211.05323,221105323
Three-level ion optical clocks,"C. A. Holliman, M. Fan, A. M. Jayich",9-November-2022,https://arxiv.org/abs/2211.05313,221105313
No Smooth Spacetime in Lorentzian Quantum Cosmology and Trans-Planckian ,"Hiroki Matsui, Shinji Mukohyama, Atsushi Naruko",9-November-2022,https://arxiv.org/abs/2211.05306,221105306
Eliminating zeroth-order light of spatial light modulator with voltage optimization,"Yueqiang Zhu, Kaige Wang, Jintao Bai, Wei Zhao",13-November-2022,https://arxiv.org/abs/2211.05302,221105302
A Model of the Globally-averaged Thermospheric Energy Balance,"Karthik Venkataramani, Scott M. Bailey, Srimoyee Samaddar, Justin Yonker",9-November-2022,https://arxiv.org/abs/2211.05301,221105301
Modularized and scalable compilation for quantum program in double quantum dots,"Run-Hong He, Xu-Sheng Xu, Mark S. Byrd, Zhao-Ming Wang",9-November-2022,https://arxiv.org/abs/2211.05300,221105300
Moffatt eddies in electrohydrodynamic flows: numerical simulations and analyses,"Xuerao He, Zhihao Sun, Mengqi Zhang",13-November-2022,https://arxiv.org/abs/2211.05292,221105292
Chiral coupling between a ferromagnetic magnon and a superconducting qubit,"Ya-long Ren, Sheng-li Ma, Fu-li Li",15-November-2022,https://arxiv.org/abs/2211.05285,221105285
Sliding induced multiple polarization states in two-dimensional ferroelectrics,"Peng Meng, Yaze Wu, Renji Bian, Er Pan, Biao Dong, Xiaoxu Zhao, Jiangang Chen, Lishu Wu, Yuqi Sun, Qundong Fu, Qing Liu, Dong Shi, Qi Zhang, Yong-Wei Zhang, Zheng Liu, Fucai Liu",9-November-2022,https://arxiv.org/abs/2211.05277,221105277
Quantum circuits for discrete-time quantum walks with position-dependent coin operator,"Ugo Nzongani, Julien Zylberman, Carlo-Elia Doncecchi, Armando Pérez, Fabrice Debbasch, Pablo Arnault",14-November-2022,https://arxiv.org/abs/2211.05271,221105271
Waves in planetary dynamos,"K. Hori, A. Nilsson, S. M. Tobias",9-November-2022,https://arxiv.org/abs/2211.05270,221105270
Detecting Elevated Air Pollution Levels by Monitoring Web Search Queries: Deep Learning-Based Time Series Forecasting,"Chen Lin, Safoora Yousefi, Elvis Kahoro, Payam Karisani, Donghai Liang, Jeremy Sarnat, Eugene Agichtein",9-November-2022,https://arxiv.org/abs/2211.05267,221105267
On primordial universe in anti-de Sitter landscape,"Pu-Xin Lin, Jun Zhang, Yun-Song Piao",9-November-2022,https://arxiv.org/abs/2211.05265,221105265
Unified fluid-model theory of $\mathbf{E}\times\mathbf{B}$ instabilities in low-ionized collisional plasmas with arbitrarily magnetized multi-species ions,"Y. S. Dimant, M. M Oppenheim, S. Evans, J. Martinez-Sykora",9-November-2022,https://arxiv.org/abs/2211.05264,221105264
Cosmological tensions in the birthplace of the heliocentric model,"Eleonora Di Valentino, Emmanuel Saridakis, Adam Riess",9-November-2022,https://arxiv.org/abs/2211.05248,221105248
A theory of quantum differential equation solvers: limitations and fast-forwarding,"Dong An, Jin-Peng Liu, Daochen Wang, Qi Zhao",9-November-2022,https://arxiv.org/abs/2211.05246,221105246
Two-atom-thin topological crystalline insulators lacking out of plane inversion symmetry,"Salvador Barraza-Lopez, Gerardo G. Naumis",9-November-2022,https://arxiv.org/abs/2211.05245,221105245
A simulator-based autoencoder for focal plane wavefront sensing,"Maxime Quesnel, Gilles Orban de Xivry, Olivier Absil, Gilles Louppe",11-November-2022,https://arxiv.org/abs/2211.05242,221105242
Meson Beams Through Energy- or Space-asymmetric Electron Positron Collisions,"Dawei Fu, Alim Ruiz, Meng Lu, Qiang Li",17-November-2022,https://arxiv.org/abs/2211.05240,221105240
Improved Prediction of Beta-Amyloid and Tau Burden Using Hippocampal Surface Multivariate Morphometry Statistics and Sparse Coding,"Jianfeng Wu, Yi Su, Wenhui Zhu, Negar Jalili Mallak, Natasha Lepore, Eric M. Reiman, Richard J. Caselli, Paul M. Thompson, Kewei Chen, Yalin Wang",27-October-2022,https://arxiv.org/abs/2211.05235,221105235
Multimodal Optical Techniques in Pre-Clinical Evaluation of Oral Cancer: Fluorescence Imaging and Spectroscopic Devices,"Pramila Thapa, Veena Singh, Virendra Kumar, Sunil Bhatt, Kiran Maurya, Vivek Nayyar, Kiran Jot, Deepika Mishra, Anurag Shrivastava, Dalip Singh Mehta",3-November-2022,https://arxiv.org/abs/2211.05230,221105230
Variational Quantum Kernels with Task-Specific Quantum Metric Learning,Daniel T. Chang,26-November-2022,https://arxiv.org/abs/2211.05225,221105225
"A seismic tsunami in the Irish annals, recorded at Iona in October 720",Oisín A. P. Mac Conamhna,9-November-2022,https://arxiv.org/abs/2211.05224,221105224
Using ,"Xingzhuo Chen, David J. Jeffery, Ming Zhong, Levi McClenny, Ulisses Braga-Neto, Lifan Wang",9-November-2022,https://arxiv.org/abs/2211.05219,221105219
Ignition Behind Decaying Shock Waves : Detonation Cells,"Kevin Cheevers, Matei Radulescu",9-November-2022,https://arxiv.org/abs/2211.05216,221105216
Broadband field-enhancement in epsilon-near-zero photonic gap antennas,"Félix Thouin, David M. Myers, Ashutosh Patri, Bill Baloukas, Ludvik Martinu, Stéphane Kéna-Cohen",9-November-2022,https://arxiv.org/abs/2211.05214,221105214
An alternative approach to the Starobinsky model for inflation scenario,"Masud Chaichian, Amir Ghal'e, Markku Oksanen",29-November-2022,https://arxiv.org/abs/2211.05212,221105212
"Integrated O- and C-band Silicon-Lithium Niobate Mach-Zehnder Modulators with 100 GHz Bandwidth, Low Voltage, and Low Loss","Forrest Valdez, Viphretuo Mere, Xiaoxi Wang, Shayan Mookherjea",9-November-2022,https://arxiv.org/abs/2211.05208,221105208
"An Open, Multi-Platform Software Architecture for Online Education in the Metaverse","S. Lombeyda, S. G. Djorgovski, A. Tran, J. Liu, A. Noyes, S. Fomina",9-November-2022,https://arxiv.org/abs/2211.05199,221105199
Time-resolved measurement of spin excitations in Cu$_2$OSeO$_3$,"David M. Burn, Shilei Zhang, Gerrit van der Laan, Thorsten Hesjedal",9-November-2022,https://arxiv.org/abs/2211.05195,221105195
Moving Media as Photonic Heat Engine and Pump,"Yoichiro Tsurimaki, Renwen Yu, Shanhui Fan",9-November-2022,https://arxiv.org/abs/2211.05193,221105193
Wiedemann-Franz law in graphene,"Yi-Ting Tu, Sankar Das Sarma",9-November-2022,https://arxiv.org/abs/2211.05192,221105192
Boundary triples and Weyl functions for Dirac operators with singular interactions,"Jussi Behrndt, Markus Holzmann, Christian Stelzer, Georg Stenzel",9-November-2022,https://arxiv.org/abs/2211.05191,221105191
A phase stable hybrid dual comb spectrometer,"Sutapa Ghosh, Gadi Eisenstein",9-November-2022,https://arxiv.org/abs/2211.05186,221105186
Spin squeezed GKP codes for quantum error correction in atomic ensembles,"Sivaprasad Omanakuttan, T. J. Volkoff",9-November-2022,https://arxiv.org/abs/2211.05181,221105181
The Phenomenology of Quadratically Coupled Ultra Light Dark Matter,"Abhishek Banerjee, Gilad Perez, Marianna Safronova, Inbar Savoray, Aviv Shalit",9-November-2022,https://arxiv.org/abs/2211.05174,221105174
Combinatorial bases of standard modules of twisted affine Lie algebras in types $A_{2l-1}^{(2)}$ and $D_{l+1}^{(2)}$: rectangular highest weights,"Marijana Butorac, Slaven Kožić",9-November-2022,https://arxiv.org/abs/2211.05171,221105171
Mueller's dipole wave function in QCD: emergent KNO scaling in the double logarithm limit,"Yizhuang Liu, Maciej A. Nowak, Ismail Zahed",9-November-2022,https://arxiv.org/abs/2211.05169,221105169
Entanglement Steering in Adaptive Circuits with Feedback,"Vikram Ravindranath, Yiqiu Han, Zhi-Cheng Yang, Xiao Chen",29-November-2022,https://arxiv.org/abs/2211.05162,221105162
"Entanglements via Slip-Springs with Soft, Coarse-Grained Models for Systems Having Explicit Liquid-Vapor Interfaces","Ludwig Schneider, Juan de Pablo",9-November-2022,https://arxiv.org/abs/2211.05161,221105161
Orbital angular momentum based intra- and inter- particle entangled states generated via a quantum dot source,"Alessia Suprano, Danilo Zia, Mathias Pont, Taira Giordani, Giovanni Rodari, Mauro Valeri, Bruno Piccirillo, Gonzalo Carvacho, Nicolò Spagnolo, Pascale Senellart, Lorenzo Marrucci, Fabio Sciarrino",9-November-2022,https://arxiv.org/abs/2211.05160,221105160
Full-counting statistics of charge fluctuations in quantum Hall states,"Clément Berthiere, Benoit Estienne, Jean-Marie Stéphan, William Witczak-Krempa",9-November-2022,https://arxiv.org/abs/2211.05159,221105159
Modular linear differential equations for four-point sphere conformal blocks,"Ratul Mahanta, Tanmoy Sengupta",9-November-2022,https://arxiv.org/abs/2211.05158,221105158
Signatures of Strong Magnetization and Metal-Poor Atmosphere for a Neptune-Size Exoplanet,"Lotfi Ben-Jaffel, Gilda E. Ballester, Antonio García Muñoz, Panayotis Lavvas, David K. Sing, Jorge Sanz-Forcada, Ofer Cohen, Tiffany Kataria, Gregory W. Henry, Lars Buchhave, Thomas Mikal-Evans, Hannah R. Wakeford, Mercedes López-Morales",9-November-2022,https://arxiv.org/abs/2211.05155,221105155
Accounting For Quantum Phenomena In Classical Molecular Dynamics Simulations At Cryogenic Temperatures: Diffraction And The Feynman-Hibbs Correction,"Kaanapuli Ramkumar, Swati Swagatika Mishra, Sudeep Bhattacharjee",9-November-2022,https://arxiv.org/abs/2211.05154,221105154
A limit on variations in the fine-structure constant from spectra of nearby Sun-like stars,"Michael T. Murphy, Daniel A. Berke, Fan Liu, Chris Flynn, Christian Lehmann, Vladimir A. Dzuba, Victor V. Flambaum",9-November-2022,https://arxiv.org/abs/2211.05150,221105150
Continuous-Variable Shadow Tomography,"Srilekha Gandhari, Victor V. Albert, Thomas Gerrits, Jacob M. Taylor, Michael J. Gullans",9-November-2022,https://arxiv.org/abs/2211.05149,221105149
Hall Droplet Sheets in Holographic QCD,"Francesco Bigazzi, Aldo L. Cotrone, Andrea Olzi",9-November-2022,https://arxiv.org/abs/2211.05147,221105147
Comparing Accretion Disks and Dark Matter Spikes in Intermediate Mass Ratio Inspirals,"Niklas Becker, Laura Sagunski",9-November-2022,https://arxiv.org/abs/2211.05145,221105145
Aspects of thermal one-point functions and response functions in AdS Black holes,"David Berenstein, Robinson Mancilla",9-November-2022,https://arxiv.org/abs/2211.05144,221105144
"Climbing four tops with graph networks, transformers and pairwise features","Luc Builtjes, Sascha Caron, Polina Moskvitina, Clara Nellist, Roberto Ruiz de Austri, Rob Verheyen, Zhongyi Zhang",9-November-2022,https://arxiv.org/abs/2211.05143,221105143
Breaking the quantum Cramér-Rao bound with non-Markovian memory effects,Olli Siltanen,9-November-2022,https://arxiv.org/abs/2211.05142,221105142
Extracting Quantum Many-body Scarred Eigenstates with Matrix Product States,"Shun-Yao Zhang, Dong Yuan, Thomas Iadecola, Shenglong Xu, Dong-Ling Deng",9-November-2022,https://arxiv.org/abs/2211.05140,221105140
Millicharged Relics Reveal Massless Dark Photons,"Asher Berlin, Jeff A. Dror, Xucheng Gan, Joshua T. Ruderman",9-November-2022,https://arxiv.org/abs/2211.05139,221105139
Non-invertible Symmetries of Class $\mathcal{S}$ Theories,"Vladimir Bashmakov, Michele Del Zotto, Azeem Hasan, Justin Kaidi",13-November-2022,https://arxiv.org/abs/2211.05138,221105138
Projected spin texture as a bulk indicator of fragile topology,"Gunnar F. Lange, Adrien Bouhon, Robert-Jan Slager",9-November-2022,https://arxiv.org/abs/2211.05137,221105137
,"Júlia Sisk-Reynés, Christopher S. Reynolds, Michael L. Parker, James H. Matthews, M. C. David Marsh",9-November-2022,https://arxiv.org/abs/2211.05136,221105136
Neutral $B$-anomalies from an $\mathit{on\text{-}shell}$ scalar exchange,"Jesus Bonilla, Arturo de Giorgi, Maria Ramos",9-November-2022,https://arxiv.org/abs/2211.05135,221105135
Toward extracting $γ$ from $B \to DK$ without binning,"Jeffrey V. Backus, Marat Freytsis, Yuval Grossman, Stefan Schacht, Jure Zupan",9-November-2022,https://arxiv.org/abs/2211.05133,221105133
Toward Horizon-scale Accretion Onto Supermassive Black Holes in Elliptical Galaxies,"Minghao Guo, James M. Stone, Chang-Goo Kim, Eliot Quataert",9-November-2022,https://arxiv.org/abs/2211.05131,221105131
Fracton Matter,"Andrey Gromov, Leo Radzihovsky",9-November-2022,https://arxiv.org/abs/2211.05130,221105130
The Tadpole Conjecture in the Interior of Moduli Space,"Severin Lüst, Max Wiesner",9-November-2022,https://arxiv.org/abs/2211.05128,221105128
Continuous-variable quantum state designs: theory and applications,"Joseph T. Iosue, Kunal Sharma, Michael J. Gullans, Victor V. Albert",9-November-2022,https://arxiv.org/abs/2211.05127,221105127
AEROS: Oceanographic Hyperspectral Imaging and Argos-Tracking CubeSat,"Sophie Prendergast, Cadence Payne, Miles Lifson, Christian Haughwout, Marcos Tieppo, Paulo Figueiredo, André Guerra, Alexander Costa, Helder Magalhães, Tiago Hormigo, Francisco Câmara, Carlos Mano, Pedro Pinheiro, Alvin D. Harvey, Bruno Macena, Luis F. Azevedo, Miguel Martin, Tiago Miranda, Eduardo Pereira, João Faria, Inês Castelão, Catarina Cecilio, Emanuel Castanho, Kerri Cahoy, Manuel Coutinho",9-November-2022,https://arxiv.org/abs/2211.05124,221105124
Study of nonlinear optical diffraction patterns using machine learning models based on ResNet 152 architecture,"Behnam Pishnamazi, Ehsan Koushki",17-November-2022,https://arxiv.org/abs/2211.05122,221105122
$A_\infty$ relations in orientor calculus on moduli of stable disk maps,"Or Kedar, Jake P. Solomon",9-November-2022,https://arxiv.org/abs/2211.05117,221105117
Interfacing picosecond and nanosecond quantum light pulses,"Filip Sośnicki, Michał Mikołajczyk, Ali Golestani, Michał Karpiński",9-November-2022,https://arxiv.org/abs/2211.05112,221105112
Dramatic enhancement of second and third harmonic generation in gold nanogratings in the visible and UV ranges,"S. Mukhopadhyay, L. Rodriguez-Suné, C. Cojocaru, K. Hallman, G. Leo, M. A. Vincenti, M. Belchovski, D. de Ceglia, M. Scalora, J. Trull",9-November-2022,https://arxiv.org/abs/2211.05111,221105111
Einstein-Podolsky-Rosen experiment with two Bose-Einstein condensates,"Paolo Colciaghi, Yifan Li, Philipp Treutlein, Tilman Zibold",9-November-2022,https://arxiv.org/abs/2211.05101,221105101
Black hole minimum size and scalar charge in shift-symmetric theories,"Farid Thaalba, Georgios Antoniou, Thomas P. Sotiriou",9-November-2022,https://arxiv.org/abs/2211.05099,221105099
Magnetospheric Multiscale Observations of Markov Turbulence on Kinetic Scales,"Wieslaw M. Macek, Dariusz Wojcik, James L. Burch",9-November-2022,https://arxiv.org/abs/2211.05098,221105098
Quantum Cosmology of the Nothing,Alisha Marriott-Best,8-November-2022,https://arxiv.org/abs/2211.05097,221105097
Mirror Surface Nanostructuring via Laser Direct Writing -- Characterization and ,"Mario Vretenar, Jan Klaers",9-November-2022,https://arxiv.org/abs/2211.05096,221105096
Tamm plasmon polariton in planar structures: A brief overview and applications,"Chinmaya Kar, Shuvendu Jena, Dinesh V. Udupa, K. Divakar Rao",9-November-2022,https://arxiv.org/abs/2211.05095,221105095
Oceanic dipoles in a surface quasigeostrophic model,"E. R. Johnson, M. N. Crowe",9-November-2022,https://arxiv.org/abs/2211.05093,221105093
A closer look at the seesaw-dark matter correspondence,"Rupert Coy, Aritra Gupta",9-November-2022,https://arxiv.org/abs/2211.05091,221105091
Infrared Renormalons in Supersymmetric Theories,Mikhail Shifman,9-November-2022,https://arxiv.org/abs/2211.05090,221105090
Renyi Holographic dark energy and its behaviour in f(G) gravity,"Md Khurshid Alam, S. Surendra Singh, L. Anjana Devi",26-October-2022,https://arxiv.org/abs/2211.05086,221105086
Automated Learning: An Implementation of The A* Search Algorithm over The Random Base Functions,Nima Tatari,9-November-2022,https://arxiv.org/abs/2211.05085,221105085
Large area LaBr3:Ce crystals read by SiPM arrays with improved timing and temperature gain drift control,"M. Bonesini, R. Benocci, R. Bertoni, A. Menegolli, M. Prata, M. Rossella, R. Rossini",9-November-2022,https://arxiv.org/abs/2211.05081,221105081
Generalized Lagrangian Heterogenous Multiscale Modeling of Complex Fluids,"Nicolas Moreno, Marco Ellero",21-November-2022,https://arxiv.org/abs/2211.05080,221105080
Taylor dispersion and phase mixing in the non-cutoff Boltzmann equation on the whole space,"Jacob Bedrossian, Michele Coti Zelati, Michele Dolce",9-November-2022,https://arxiv.org/abs/2211.05079,221105079
Axion-pion thermalization rate in unitarized NLO chiral perturbation theory,"Luca Di Luzio, Jorge Martin Camalich, Guido Martinelli, José Antonio Oller, Gioacchino Piazza",9-November-2022,https://arxiv.org/abs/2211.05073,221105073
From Minkowski to de Sitter Vacua with Various Geometries,C. Pallis,24-November-2022,https://arxiv.org/abs/2211.05067,221105067
Entropy-stable flux-differencing formulation with Gauss nodes for the DGSEM,"Andrés Mateo-Gabín, Andrés M. Rueda-Ramírez, Eusebio Valero, Gonzalo Rubio",9-November-2022,https://arxiv.org/abs/2211.05066,221105066
Flavor-dependent b-profiles from Drell-Yan spectra at low transverse momenta,"M. Bury, F. Hautmann, S. Leal-Gomez, I. Scimemi, A. Vladimirov, P. Zurita",9-November-2022,https://arxiv.org/abs/2211.05063,221105063
Phosphorus cluster cations formed in doped helium nanodroplets are different,"Simon Albertini, Faro Hechenberger, Siegfried Kollotzek, Lukas Tiefenthaler, Paul Martini, Martin Kuhn, Alexander Menzel, Elias Jabbour Al Maalouf, Harald Schöbel, Masoomeh Mahmoodi-Darian, Paul Scheier",9-November-2022,https://arxiv.org/abs/2211.05061,221105061
On Relative Bounds for Interacting Fermion Operators,"Volker Bach, Robert Rauch",9-November-2022,https://arxiv.org/abs/2211.05060,221105060
"Warm Inflation in $f(R,T)$ gravity","Biswajit Deb, Sabina Yeasmin, Atri Deshamukhya",9-November-2022,https://arxiv.org/abs/2211.05059,221105059
Heating-induced strengthening or weakening of clays during slow to fast shearing at landslide stress levels,"Marco Loche, Gianvito Scaringi",9-November-2022,https://arxiv.org/abs/2211.05058,221105058
Message passing methods on complex networks,M. E. J. Newman,9-November-2022,https://arxiv.org/abs/2211.05054,221105054
