bid,uid,buy_date
9207,575059,2022-03-28
62153,266543,2022-06-14
87071,671625,2022-07-22
80566,60300,2022-12-11
54191,918028,2022-03-06
14991,161103,2022-12-27
54216,664652,2022-02-15
85497,587089,2022-01-09
82287,56622,2022-01-26
60361,706387,2022-12-12
55045,1611,2022-12-01
66300,609139,2022-01-08
33862,358523,2022-02-01
87100,838869,2022-06-26
98187,917408,2022-05-28
41906,837105,2022-10-15
37299,505312,2022-01-29
90590,369489,2022-02-22
3183,651469,2022-03-06
50944,506789,2022-02-16
97958,790269,2022-07-29
43510,348606,2022-03-11
6710,426904,2022-04-11
23979,610224,2022-11-12
50903,257527,2022-04-23
900,329825,2022-09-17
90641,166084,2022-12-13
45001,912430,2022-04-17
77301,420536,2022-10-28
27380,593783,2022-01-03
62230,201474,2022-12-24
90761,759581,2022-08-26
10434,202615,2022-11-22
23740,541229,2022-04-26
83217,657528,2022-05-17
82527,203706,2022-10-27
15538,268484,2022-12-03
11748,372252,2022-03-25
38988,462112,2022-02-21
40511,71492,2022-12-28
96726,192502,2022-01-21
99571,812988,2022-05-12
55587,832216,2022-11-06
31905,706683,2022-04-13
16800,555114,2022-12-26
7916,349390,2022-05-02
23441,362850,2022-06-08
72765,207493,2022-06-05
38719,680000,2022-06-27
21639,382597,2022-10-30
97862,186173,2022-01-27
44245,312384,2022-03-20
5854,912788,2022-05-04
2574,9149,2022-02-30
20661,829825,2022-11-13
27411,173414,2022-02-30
68067,693107,2022-08-21
77501,37057,2022-12-07
36224,392410,2022-11-03
87998,875344,2022-03-28
90445,466593,2022-03-10
9233,643777,2022-04-04
92779,617056,2022-09-01
92616,836688,2022-09-07
65108,677346,2022-12-04
84851,844254,2022-02-18
91515,4509,2022-02-23
52978,992933,2022-04-06
49722,730526,2022-02-29
66684,213343,2022-05-03
5623,650088,2022-04-28
31355,718851,2022-10-23
58086,790605,2022-12-05
13741,724635,2022-11-18
93311,105131,2022-11-12
25665,443771,2022-09-16
25707,344053,2022-12-02
54998,257165,2022-03-19
49162,799032,2022-01-08
44579,15469,2022-05-29
75837,528001,2022-10-30
36858,502724,2022-04-11
74056,718757,2022-05-15
24907,345162,2022-05-03
90655,849189,2022-10-12
19553,247418,2022-08-23
73434,720594,2022-08-19
58114,836798,2022-12-14
82398,214885,2022-11-07
98266,651684,2022-10-14
17102,260971,2022-05-10
16156,21727,2022-04-12
74218,599385,2022-03-05
15609,972407,2022-08-04
53704,892052,2022-01-15
7075,107683,2022-04-26
91867,869009,2022-04-18
72826,395721,2022-06-17
86367,43182,2022-02-28
24329,640180,2022-01-16
85841,169904,2022-04-08
15902,193086,2022-07-14
93246,55590,2022-02-18
41746,747803,2022-10-20
50521,396064,2022-02-09
55835,523481,2022-04-23
37522,885004,2022-09-24
23204,491157,2022-03-16
701,752190,2022-08-13
13588,438316,2022-01-10
42106,40495,2022-01-22
80867,169335,2022-04-29
10386,904376,2022-01-04
98313,785662,2022-08-25
76706,799012,2022-11-08
95646,466133,2022-10-04
88685,120158,2022-02-27
45756,331384,2022-02-17
14485,7393,2022-01-29
35630,832530,2022-03-21
34502,742025,2022-01-06
66315,204325,2022-02-03
35298,992045,2022-07-19
91327,858793,2022-06-29
38895,911670,2022-03-28
25647,712690,2022-06-14
86714,388345,2022-07-16
17595,973121,2022-02-16
27287,927549,2022-09-01
45495,525151,2022-03-10
58464,495521,2022-12-08
8557,176598,2022-09-04
99178,113171,2022-02-20
86941,50672,2022-12-23
80935,315577,2022-08-15
29980,489577,2022-11-26
23969,238334,2022-01-10
5241,626571,2022-01-17
20990,136230,2022-01-28
83074,491502,2022-10-04
60939,645712,2022-05-05
73875,56375,2022-11-04
12611,337279,2022-12-19
86250,71706,2022-10-07
16060,386409,2022-06-19
5828,489959,2022-06-14
29537,479087,2022-06-01
69814,195892,2022-06-07
93753,685795,2022-04-26
83903,110932,2022-12-19
95061,195823,2022-06-24
89860,523765,2022-05-05
13083,817861,2022-12-17
78261,710529,2022-07-07
49512,673505,2022-01-04
76085,565306,2022-04-18
88285,827229,2022-09-18
9914,909101,2022-04-09
7363,361155,2022-04-22
97835,670513,2022-06-22
60302,610053,2022-05-29
57351,942214,2022-05-24
89273,103710,2022-06-22
79720,217918,2022-12-29
54405,674290,2022-05-11
52711,454717,2022-05-10
70188,812203,2022-05-29
75177,209674,2022-12-23
97127,20471,2022-02-17
10269,954071,2022-02-18
46624,195654,2022-03-19
35153,588873,2022-12-25
20128,632249,2022-12-22
14053,177635,2022-07-04
89320,710160,2022-08-14
77545,79303,2022-11-22
82004,861929,2022-02-03
86361,765740,2022-07-27
42228,826831,2022-07-04
12338,997535,2022-05-28
87338,991356,2022-12-12
74722,886608,2022-10-12
15161,897088,2022-05-21
59514,654603,2022-05-02
97606,279237,2022-05-13
12716,219357,2022-11-24
79214,263508,2022-03-15
22083,513052,2022-01-24
23787,629710,2022-04-09
44940,424349,2022-01-03
11534,274973,2022-11-09
83547,227936,2022-07-18
89082,927480,2022-08-11
54577,412373,2022-09-05
92407,402026,2022-11-08
61514,597470,2022-11-27
82640,924036,2022-05-10
8846,877317,2022-09-16
20709,969531,2022-04-08
83090,121540,2022-07-15
86521,286745,2022-04-20
628,262072,2022-06-04
84888,464104,2022-11-29
47540,877101,2022-06-30
11253,469103,2022-03-01
69930,937435,2022-09-19
72016,47288,2022-06-01
55546,274825,2022-09-12
9569,779237,2022-01-04
84951,697626,2022-02-19
90209,555442,2022-03-15
51172,244675,2022-11-14
68348,51764,2022-05-22
71423,881681,2022-05-03
54106,422728,2022-03-29
51646,291813,2022-11-21
91989,129039,2022-03-06
70163,536633,2022-05-12
28294,334674,2022-07-28
64980,514916,2022-10-12
41149,643993,2022-04-28
30749,469165,2022-03-21
89680,700631,2022-09-22
85405,6370,2022-02-18
74942,829932,2022-10-01
67235,655905,2022-02-04
59677,73275,2022-12-01
95449,24008,2022-07-08
15720,203462,2022-01-21
2667,762206,2022-06-04
97232,467596,2022-01-05
79817,309564,2022-05-09
75817,375082,2022-12-14
17942,55491,2022-02-11
18722,698478,2022-08-03
32956,974199,2022-08-04
88010,433895,2022-03-05
9740,374863,2022-08-22
19504,635135,2022-12-25
1195,466272,2022-06-30
72264,685624,2022-05-11
35794,229580,2022-02-10
63262,789398,2022-10-11
28766,90118,2022-11-30
73232,83783,2022-02-05
64506,750955,2022-04-02
77781,963476,2022-01-15
9299,960918,2022-06-04
35833,564257,2022-06-05
34809,979832,2022-10-26
54,232564,2022-05-16
12168,468787,2022-05-04
30126,906601,2022-10-27
69786,132918,2022-06-03
87017,585080,2022-10-10
16219,640362,2022-07-04
51168,884517,2022-12-11
50447,334185,2022-08-21
77784,471646,2022-04-13
41669,951721,2022-12-12
19433,623047,2022-06-15
80203,253001,2022-10-22
9129,165641,2022-04-19
71144,264476,2022-12-01
43441,638508,2022-01-11
10992,845044,2022-07-01
62267,431765,2022-07-22
78397,888528,2022-05-30
26328,272053,2022-10-07
89349,260159,2022-08-07
59007,497242,2022-10-11
66825,479827,2022-10-21
30361,397302,2022-09-19
1504,772859,2022-01-01
31472,860329,2022-01-19
76848,770469,2022-02-13
65652,819997,2022-05-20
40923,830286,2022-12-16
32604,537387,2022-12-20
98798,125363,2022-08-13
66646,85893,2022-07-18
16771,137950,2022-06-01
39,496118,2022-09-01
60308,213346,2022-01-15
54726,86191,2022-02-09
74006,188070,2022-08-12
71554,918791,2022-12-26
77522,75396,2022-09-01
78957,898982,2022-12-11
31286,329228,2022-09-27
55634,279932,2022-01-07
64716,973572,2022-10-01
10848,833668,2022-07-11
68288,984227,2022-04-03
51300,931726,2022-09-19
35757,427212,2022-10-08
39844,276097,2022-04-06
58827,471879,2022-07-09
10665,150051,2022-05-16
44035,210693,2022-06-01
26896,236114,2022-06-04
52646,406095,2022-04-11
84031,185916,2022-07-03
97473,186606,2022-05-12
40361,58821,2022-05-28
15021,529517,2022-06-23
53691,552684,2022-04-15
28400,2917,2022-01-06
35257,158225,2022-03-17
92588,760858,2022-12-29
92779,213087,2022-09-13
11626,849131,2022-11-20
58033,823230,2022-05-25
24320,655214,2022-04-29
56481,255141,2022-01-26
32320,942371,2022-12-03
26025,174105,2022-05-12
89001,349979,2022-11-10
83121,769024,2022-01-24
31684,307243,2022-08-23
7135,281052,2022-06-08
6300,212288,2022-04-29
93870,341897,2022-06-25
26302,848770,2022-03-01
17508,868900,2022-04-03
55809,121286,2022-12-04
58737,132852,2022-02-08
66433,820618,2022-08-13
55591,934484,2022-10-26
31977,982546,2022-06-13
33982,753086,2022-06-15
74412,641974,2022-01-02
70268,535699,2022-10-06
63827,566212,2022-02-02
86418,741615,2022-08-02
1721,745730,2022-02-09
29302,529617,2022-06-16
38492,691605,2022-12-02
45427,173466,2022-06-08
45874,626444,2022-02-07
95964,996244,2022-12-07
30462,752590,2022-11-26
94311,860983,2022-07-08
79596,981995,2022-09-17
17598,601005,2022-07-30
58953,889376,2022-11-20
8065,476843,2022-03-28
71509,9704,2022-02-19
61968,19902,2022-11-05
83426,617111,2022-08-12
72884,49398,2022-03-29
53825,148847,2022-02-14
28143,177840,2022-01-10
49664,421881,2022-07-06
48565,327109,2022-01-25
27886,144354,2022-02-10
46601,362242,2022-03-26
93060,902505,2022-08-19
79008,841194,2022-07-15
70266,632521,2022-03-03
33763,62593,2022-01-24
84660,401703,2022-09-26
46092,358902,2022-06-25
60676,108181,2022-07-23
23837,958593,2022-06-10
16833,966704,2022-12-12
59032,27763,2022-05-16
4687,111980,2022-09-23
87750,163268,2022-05-16
64820,577644,2022-08-23
28595,695460,2022-05-11
99124,23712,2022-10-19
5076,184908,2022-05-25
25265,345264,2022-12-04
57025,667905,2022-03-04
71417,491223,2022-11-16
90798,287043,2022-06-06
56675,163427,2022-07-05
34571,678304,2022-11-17
21706,68305,2022-02-05
59335,709965,2022-01-28
89930,670736,2022-11-15
17415,781528,2022-01-12
82547,162908,2022-06-16
33705,470504,2022-06-27
18344,534992,2022-02-03
29539,705336,2022-09-09
11961,427361,2022-12-12
84740,930965,2022-08-15
51682,431140,2022-08-21
43320,16107,2022-01-25
1593,981561,2022-10-15
35993,14181,2022-02-22
61893,884764,2022-03-01
61271,910961,2022-09-20
21456,80566,2022-05-07
36004,781816,2022-08-02
82070,619473,2022-04-04
42827,481439,2022-03-12
4054,845001,2022-11-11
28039,885055,2022-04-12
22106,581057,2022-04-15
20644,498714,2022-01-18
9271,491345,2022-12-06
19398,896749,2022-09-27
36858,520370,2022-09-03
71522,725799,2022-07-07
48328,68904,2022-01-07
17832,447254,2022-02-25
91403,692523,2022-03-27
37650,617982,2022-07-06
11,445871,2022-05-11
51406,416244,2022-08-01
57753,482672,2022-12-07
23928,352,2022-09-15
59539,87302,2022-04-28
31154,338856,2022-01-20
88171,2663,2022-08-19
19444,364197,2022-03-12
24568,436543,2022-11-29
70350,411712,2022-11-27
93423,834309,2022-05-28
91300,261301,2022-06-29
18477,728160,2022-06-20
18194,541729,2022-06-12
31823,701341,2022-05-29
38100,84995,2022-02-28
39837,523372,2022-04-03
64936,767072,2022-02-02
43227,197644,2022-05-16
61495,252345,2022-01-20
12724,63843,2022-04-17
82048,696813,2022-12-25
83942,303861,2022-04-22
70251,438989,2022-01-27
93914,612321,2022-12-21
91507,312137,2022-07-15
22286,545040,2022-10-02
87331,345076,2022-07-30
80499,585089,2022-06-21
70882,590940,2022-10-25
11897,9599,2022-10-09
45862,204454,2022-10-21
54768,709632,2022-03-20
5829,738003,2022-12-09
43657,929794,2022-07-10
79227,653872,2022-05-24
80527,347349,2022-06-06
20499,105672,2022-09-21
90247,466695,2022-01-03
86530,816658,2022-02-23
66579,403334,2022-11-26
83075,269308,2022-04-23
71801,982698,2022-03-15
78481,70345,2022-07-13
61352,961671,2022-11-30
12933,241181,2022-04-26
75942,543297,2022-04-09
15669,161786,2022-12-19
64353,295307,2022-10-11
85326,169063,2022-12-28
159,171516,2022-11-07
85048,208222,2022-06-29
89854,141116,2022-12-24
88624,126867,2022-09-24
36807,299326,2022-05-16
32993,942442,2022-01-19
37057,524043,2022-01-23
20326,743504,2022-02-19
96502,72467,2022-05-08
56309,103738,2022-09-01
29402,673106,2022-07-14
1741,440544,2022-02-20
76676,640845,2022-09-03
63655,240022,2022-05-11
15710,984314,2022-07-27
13454,54203,2022-06-30
33533,802821,2022-07-12
79306,89359,2022-04-19
54984,845925,2022-03-24
48517,242048,2022-12-02
85782,269401,2022-03-26
57684,996456,2022-11-27
87348,862774,2022-05-20
24959,435315,2022-11-05
25483,716852,2022-03-06
18827,253574,2022-10-25
60696,524102,2022-05-02
29320,945463,2022-11-29
99440,846946,2022-05-04
19680,190042,2022-12-15
51177,664097,2022-07-20
40445,783345,2022-06-22
89471,106457,2022-05-29
53180,312022,2022-11-30
35059,748020,2022-02-23
20574,512522,2022-04-10
4683,431899,2022-03-24
20719,997934,2022-09-01
41689,490431,2022-04-29
97544,860219,2022-08-02
64954,234032,2022-08-05
48274,18786,2022-10-13
20881,241296,2022-08-14
63092,349703,2022-04-09
30030,968443,2022-05-13
64658,327535,2022-09-01
21369,709284,2022-09-13
67309,771691,2022-11-29
63569,937637,2022-12-03
30624,684262,2022-05-11
10664,411264,2022-10-07
88196,737759,2022-07-01
67603,592823,2022-02-12
88284,739853,2022-10-17
89226,776987,2022-07-25
84770,947097,2022-07-18
2039,699942,2022-02-01
96786,277194,2022-07-26
10346,875069,2022-04-03
32654,440436,2022-07-05
21817,595031,2022-06-21
59259,971549,2022-03-03
76295,30093,2022-10-26
98609,934691,2022-03-15
79888,303617,2022-07-19
65335,586030,2022-11-21
10825,835670,2022-06-30
87794,490542,2022-06-15
94191,720046,2022-12-20
35897,87973,2022-08-04
95119,279043,2022-11-19
52699,906288,2022-11-16
11510,158697,2022-11-21
20072,522844,2022-04-19
35564,447,2022-06-23
17727,129190,2022-06-14
83638,177810,2022-12-30
98524,453872,2022-01-29
4624,707296,2022-05-21
94635,588341,2022-10-08
51074,685355,2022-06-08
42233,323549,2022-05-27
1078,700450,2022-02-08
98333,704228,2022-11-14
85696,999610,2022-06-24
59429,452101,2022-02-21
82687,604661,2022-05-01
77531,969175,2022-09-06
86612,15051,2022-11-23
37123,556441,2022-12-13
7391,63409,2022-09-13
17004,617440,2022-02-18
47574,718795,2022-12-05
89303,938906,2022-07-16
17422,346718,2022-01-25
85587,52496,2022-11-27
72245,97593,2022-10-20
15157,56245,2022-01-10
82993,193995,2022-05-01
35238,251212,2022-03-13
19799,601271,2022-11-01
26981,271256,2022-04-19
9836,134323,2022-06-01
83728,494379,2022-04-28
68682,104230,2022-08-26
78002,497380,2022-09-29
31243,544784,2022-12-27
60414,221930,2022-07-11
11972,714249,2022-11-01
53669,874792,2022-09-27
5165,934115,2022-05-18
8735,823746,2022-10-25
81188,891744,2022-06-07
41532,458328,2022-03-09
36208,168835,2022-03-09
89116,787453,2022-04-22
58533,526029,2022-11-26
56943,928519,2022-12-06
78744,423035,2022-03-15
90923,812049,2022-11-02
44126,667243,2022-03-08
11450,594366,2022-02-23
22630,145528,2022-04-16
53128,222540,2022-11-20
23329,297280,2022-09-26
11351,682803,2022-11-08
16343,354488,2022-10-20
88377,861167,2022-07-23
40954,116269,2022-01-08
97410,957727,2022-02-08
65651,392309,2022-01-06
86877,763671,2022-08-13
58311,349076,2022-10-17
91721,236894,2022-12-28
65469,219910,2022-03-10
41595,436777,2022-09-19
30714,866597,2022-01-19
22373,890155,2022-09-10
95422,362452,2022-07-09
60487,870731,2022-12-08
5440,768236,2022-02-23
26399,803421,2022-12-30
83609,28898,2022-09-03
25507,556447,2022-07-08
95414,261383,2022-06-29
41778,641810,2022-04-28
65298,774687,2022-12-21
35953,395935,2022-11-27
1188,144212,2022-09-21
49340,766915,2022-02-20
86096,917279,2022-05-22
46771,224124,2022-10-16
46048,966677,2022-08-04
21287,488230,2022-01-29
46583,283006,2022-11-01
99622,665704,2022-07-02
94410,895764,2022-02-17
65934,525909,2022-07-17
39806,694184,2022-04-04
39095,477145,2022-04-10
18915,221824,2022-08-06
22690,477371,2022-02-14
24580,326915,2022-05-23
80974,427223,2022-04-08
77159,507657,2022-08-15
13148,989971,2022-10-19
11895,402690,2022-10-12
14298,154340,2022-11-14
33796,889539,2022-02-14
464,51289,2022-11-11
81390,887825,2022-06-10
78535,471060,2022-02-06
27081,284915,2022-11-11
84666,67453,2022-09-20
37865,443276,2022-05-03
46033,151231,2022-09-21
50672,450754,2022-02-21
62012,493030,2022-12-20
38532,995971,2022-12-19
80177,264241,2022-06-13
83226,802045,2022-07-28
6722,901384,2022-02-11
77967,477044,2022-05-23
68061,360297,2022-07-09
40452,467315,2022-07-10
52102,380249,2022-11-15
45091,664387,2022-09-21
28406,475479,2022-04-15
74469,445221,2022-08-09
16442,182261,2022-04-07
44058,798686,2022-10-28
58690,377047,2022-06-12
88242,650818,2022-02-02
92012,256773,2022-05-07
34767,821260,2022-06-24
59370,461617,2022-09-22
11782,711437,2022-05-29
60378,455983,2022-01-23
72686,812960,2022-05-24
53680,948822,2022-05-07
83255,285569,2022-09-24
10225,651064,2022-05-14
98320,442507,2022-12-11
96923,113489,2022-03-03
31324,745437,2022-11-29
82054,482172,2022-09-01
97821,730318,2022-08-15
79142,507018,2022-12-10
93227,820503,2022-01-01
93727,539987,2022-03-06
24173,719684,2022-07-28
96408,545524,2022-03-30
15869,158481,2022-09-08
64494,29814,2022-09-27
28562,477832,2022-06-12
4215,481891,2022-10-12
81614,284693,2022-07-29
46311,406188,2022-02-10
4595,127691,2022-06-16
877,172851,2022-01-29
8948,264962,2022-04-15
14781,933241,2022-01-21
37698,100925,2022-11-16
32127,669632,2022-01-08
57691,640220,2022-03-24
94308,516098,2022-02-07
28025,545034,2022-12-18
41868,723132,2022-06-28
86720,625600,2022-07-13
19062,236105,2022-04-12
57155,271240,2022-06-09
83878,586875,2022-07-06
2089,578450,2022-06-07
52062,355860,2022-11-01
96731,120628,2022-10-10
60456,136988,2022-04-05
44312,397666,2022-07-16
4427,503967,2022-09-28
22661,922250,2022-10-08
96185,418940,2022-02-19
2608,368520,2022-06-19
53052,461328,2022-09-15
66436,908545,2022-11-05
32217,917363,2022-11-21
16983,306814,2022-08-26
95733,550418,2022-11-02
63686,276607,2022-12-17
79335,391837,2022-09-30
9035,325558,2022-06-14
43681,473152,2022-07-13
45429,35883,2022-05-11
58217,266027,2022-03-03
1,990487,2022-05-12
87802,634531,2022-10-16
13310,113910,2022-07-29
17237,597134,2022-01-14
88724,302148,2022-02-19
90365,789006,2022-12-13
11087,913868,2022-05-19
27900,212920,2022-05-08
33158,505814,2022-07-30
89141,431600,2022-01-11
40958,319307,2022-04-08
65799,105687,2022-08-19
60452,815712,2022-12-24
16784,553675,2022-02-26
25096,281397,2022-01-06
91419,490235,2022-05-28
96975,46059,2022-02-22
77175,198967,2022-05-19
35030,844247,2022-04-15
12176,126050,2022-07-01
12037,671202,2022-06-12
9048,228241,2022-12-29
65701,959336,2022-02-01
88845,132402,2022-02-15
23601,870830,2022-03-03
66645,18663,2022-02-21
77274,355238,2022-08-17
9215,523162,2022-05-04
11676,221606,2022-05-22
92020,708151,2022-08-22
29548,79538,2022-08-27
81893,258142,2022-09-28
63350,41841,2022-06-02
91658,602108,2022-12-29
87982,845819,2022-06-20
89355,665750,2022-09-20
57806,856926,2022-07-10
57786,886761,2022-02-29
41223,347583,2022-11-24
94917,350151,2022-01-01
17381,112305,2022-10-06
4414,441676,2022-10-20
43264,940093,2022-11-19
78244,68140,2022-02-09
12046,503988,2022-08-06
43746,800312,2022-01-11
11926,265127,2022-06-12
21517,550921,2022-01-01
21491,373078,2022-10-30
65466,755572,2022-08-14
69170,949203,2022-07-04
69397,894751,2022-09-13
96688,296147,2022-05-25
53868,509181,2022-09-29
2706,800834,2022-01-25
76722,962926,2022-01-28
10117,903821,2022-01-10
74009,568802,2022-06-04
12428,680134,2022-01-02
28524,915380,2022-12-14
51501,785291,2022-07-16
79369,653150,2022-03-11
92112,106713,2022-12-17
86209,681956,2022-12-01
66471,780098,2022-10-18
85793,763341,2022-12-15
97870,492993,2022-05-09
22506,798003,2022-05-27
97916,333278,2022-01-24
19458,860166,2022-10-11
68430,776421,2022-05-27
72458,406268,2022-09-01
45998,167202,2022-08-04
93584,208473,2022-06-19
79118,285397,2022-08-12
84185,326473,2022-04-11
78618,441275,2022-12-19
59499,1171,2022-02-05
41957,658044,2022-02-22
25193,283257,2022-03-04
379,684320,2022-05-30
15331,844699,2022-02-06
58205,387839,2022-05-18
88830,889852,2022-04-17
71119,154330,2022-07-26
87743,177833,2022-11-26
239,901601,2022-09-24
84377,12784,2022-06-05
7311,177336,2022-11-25
66806,85720,2022-04-27
6613,656511,2022-08-27
13913,420862,2022-02-05
47891,567216,2022-06-20
8799,578038,2022-12-26
68752,731138,2022-12-15
13291,825053,2022-07-30
26319,899791,2022-07-25
77481,198536,2022-06-05
19493,414013,2022-09-10
47153,151439,2022-12-14
59402,508585,2022-09-01
61911,299746,2022-08-13
30631,93873,2022-01-29
32823,685487,2022-12-11
76256,773089,2022-10-17
55367,254850,2022-10-08
50321,336778,2022-06-11
74411,576896,2022-05-06
22999,207016,2022-09-04
45329,5185,2022-03-28
76239,779982,2022-04-20
77297,261319,2022-02-26
18545,826885,2022-08-05
58698,205055,2022-11-14
73186,19112,2022-11-29
78036,966192,2022-01-16
3515,786857,2022-07-18
21715,159068,2022-04-25
77327,619332,2022-09-12
10634,728398,2022-09-19
44086,6369,2022-03-26
96667,144278,2022-03-24
95968,675622,2022-02-04
39284,588035,2022-07-25
19188,168720,2022-07-30
1355,369255,2022-06-22
58452,165633,2022-05-20
22713,698879,2022-09-22
99664,536072,2022-09-12
16312,275146,2022-08-28
51188,438256,2022-03-26
61899,86074,2022-01-05
35094,656573,2022-10-16
66920,543705,2022-06-19
75948,965561,2022-09-05
16056,938241,2022-01-02
63088,19735,2022-06-14
40102,105140,2022-03-10
32307,458358,2022-07-19
32885,594280,2022-03-04
785,887504,2022-10-04
2058,154023,2022-05-11
85903,820369,2022-02-07
55508,950348,2022-04-03
36992,258815,2022-03-19
18347,833767,2022-12-30
55238,373496,2022-11-27
35468,932431,2022-06-07
38358,103344,2022-04-03
55955,216181,2022-07-27
87072,657031,2022-07-02
13030,14287,2022-09-21
68581,465751,2022-08-20
67287,617909,2022-12-03
60246,956692,2022-11-24
15045,160954,2022-11-05
96689,241144,2022-07-06
63499,478273,2022-01-02
21811,751880,2022-01-26
32657,526546,2022-03-10
97579,663822,2022-07-03
61545,618894,2022-06-18
44361,579749,2022-10-12
42426,526491,2022-01-02
24244,327769,2022-10-30
57568,474472,2022-02-30
3684,765958,2022-07-26
85588,98437,2022-01-22
65603,961666,2022-03-12
62196,21531,2022-10-14
30420,100224,2022-05-20
66567,250297,2022-01-13
94208,28084,2022-06-27
38298,976164,2022-03-03
96727,441505,2022-11-15
6545,290446,2022-08-10
71002,599519,2022-09-28
34296,302608,2022-11-01
91780,591612,2022-01-19
51351,544725,2022-10-09
2256,770774,2022-01-29
62199,936605,2022-04-16
91151,657909,2022-01-27
2947,374194,2022-06-14
60150,922916,2022-07-05
76403,43589,2022-01-29
12050,936372,2022-08-10
88446,578394,2022-04-29
36542,278185,2022-09-24
27738,657991,2022-07-29
63526,991124,2022-12-16
63039,385310,2022-04-01
89927,660642,2022-03-23
17803,78439,2022-07-18
40637,5678,2022-11-26
72783,896526,2022-09-25
99093,906592,2022-03-10
49376,630573,2022-03-08
60775,420949,2022-10-23
71384,721204,2022-03-09
24157,31994,2022-11-03
95733,718599,2022-06-28
84563,693002,2022-01-04
47922,247472,2022-11-16
82512,646848,2022-02-14
14694,619435,2022-06-20
99147,534346,2022-12-20
15897,933938,2022-03-02
32201,909634,2022-09-09
79582,838919,2022-12-11
49498,373473,2022-01-06
67211,165160,2022-11-30
58599,140009,2022-01-02
54595,948805,2022-12-19
73063,782305,2022-08-12
68836,938116,2022-01-09
69582,619476,2022-09-03
88726,53252,2022-05-10
71611,817917,2022-11-28
87631,487141,2022-01-12
96684,768655,2022-03-19
2515,482162,2022-04-24
179,566886,2022-02-09
29831,774866,2022-05-17
56774,691178,2022-05-13
98765,744563,2022-05-15
75419,339624,2022-12-17
44231,145996,2022-09-14
34330,29586,2022-02-20
58264,542588,2022-12-21
50863,519625,2022-06-04
17929,929118,2022-05-16
6083,944290,2022-07-14
86270,846263,2022-02-19
87207,241222,2022-07-14
32993,769405,2022-10-16
49549,800318,2022-02-17
61559,165587,2022-05-18
53981,570439,2022-09-06
13515,17634,2022-04-30
85025,465445,2022-04-16
87770,928907,2022-07-16
6209,853656,2022-01-17
5204,839423,2022-03-09
93129,32997,2022-03-21
88191,994659,2022-08-24
63399,980772,2022-05-05
46548,125198,2022-04-14
22111,944409,2022-07-17
86236,144897,2022-11-18
52675,955839,2022-10-23
97596,478755,2022-04-23
18932,110579,2022-05-10
70902,454622,2022-08-09
91845,597129,2022-09-07
30199,185816,2022-07-23
52193,185195,2022-12-04
42931,138697,2022-01-06
12839,881684,2022-12-14
28607,112472,2022-06-14
16190,120537,2022-07-28
87693,34205,2022-06-14
14705,361170,2022-05-23
28996,368913,2022-02-20
63122,941432,2022-04-01
68727,979039,2022-05-29
68441,11018,2022-06-03
98006,290064,2022-11-20
90394,262585,2022-09-17
94719,786451,2022-10-25
64211,324550,2022-11-06
79529,943495,2022-11-02
95282,524268,2022-04-23
13417,542780,2022-05-25
2752,617299,2022-10-03
10180,741010,2022-07-24
17596,673390,2022-05-02
55150,976391,2022-04-21
32804,73590,2022-10-19
19207,383553,2022-05-09
70943,143646,2022-09-15
2354,957685,2022-04-27
29160,761042,2022-06-26
73588,521414,2022-09-25
31637,885061,2022-07-24
85897,168864,2022-08-22
84211,692522,2022-02-06
67504,689543,2022-04-27
79085,826276,2022-02-28
22451,171288,2022-11-30
47870,485549,2022-06-05
93176,728239,2022-02-08
86445,832216,2022-04-16
39846,193764,2022-11-27
33991,29621,2022-11-30
56513,434391,2022-09-11
39382,65435,2022-09-25
21692,775259,2022-11-28
14891,609957,2022-02-20
36570,23697,2022-11-24
48661,994995,2022-10-01
61093,118594,2022-02-04
85581,653911,2022-02-10
4184,491562,2022-07-09
95489,24043,2022-05-10
70626,327532,2022-12-21
96481,999866,2022-08-15
30375,177139,2022-06-01
68864,231167,2022-04-28
1201,942252,2022-10-18
18456,938573,2022-05-07
56705,333729,2022-12-30
94694,178460,2022-02-24
40325,511129,2022-09-11
29993,846436,2022-10-14
36088,308994,2022-07-19
82942,851148,2022-01-23
35224,259667,2022-08-03
97191,45463,2022-06-20
62187,503406,2022-02-04
74439,509715,2022-04-10
14840,524521,2022-03-28
82179,642178,2022-12-19
40186,649981,2022-05-06
55083,638418,2022-04-06
70089,840238,2022-04-12
72841,61662,2022-10-17
68635,475042,2022-11-29
14492,512373,2022-08-14
39664,772475,2022-12-29
23072,864157,2022-04-26
36872,235496,2022-09-07
48971,32087,2022-10-13
2653,835049,2022-05-18
85268,86896,2022-01-20
70008,601949,2022-06-08
79097,414870,2022-06-10
85665,18844,2022-11-12
36639,840843,2022-07-13
76189,545235,2022-07-28
9889,777380,2022-06-10
87562,866097,2022-01-09
40,816946,2022-11-04
78334,601820,2022-08-15
79842,915255,2022-04-25
30131,629521,2022-03-16
26329,249432,2022-06-17
99883,8347,2022-07-08
76662,581865,2022-06-13
20595,54696,2022-05-09
73779,93655,2022-02-25
76286,171094,2022-10-24
47555,982860,2022-09-27
20563,736241,2022-12-12
92619,918255,2022-10-04
56614,895421,2022-09-06
68901,309078,2022-04-24
83807,337976,2022-06-21
34912,738754,2022-08-22
70577,433894,2022-11-16
84868,808030,2022-10-18
49943,659703,2022-03-18
2232,862299,2022-06-22
96726,775568,2022-02-01
